,station,ratio
0,JOKA,-0.2657655495
1,MLOD,0.349827903779
2,NPOC,0.274562352647
3,PAUD,0.106577934107
4,DEVL,-0.212849805643
5,HLPD,0.104911036611
6,HSSD,0.485992965851
7,STCD,0.661380362161
